Config: 2000 2 1 0.400000 0.300000 
1 	 1 	 1 	 0 	 1999 	 0 	 0 	 1999 
2 	 3 	 3 	 0 	 1997 	 0 	 0 	 1997 
3 	 4 	 4 	 0 	 1996 	 0 	 0 	 1996 
4 	 6 	 6 	 0 	 1994 	 0 	 0 	 1994 
5 	 8 	 8 	 0 	 1992 	 0 	 0 	 1992 
6 	 10 	 10 	 0 	 1990 	 0 	 0 	 1990 
7 	 12 	 12 	 0 	 1988 	 0 	 0 	 1988 
8 	 13 	 13 	 0 	 1987 	 0 	 0 	 1987 
9 	 15 	 15 	 0 	 1985 	 0 	 0 	 1985 
10 	 17 	 17 	 0 	 1983 	 0 	 0 	 1983 
11 	 19 	 19 	 0 	 1981 	 0 	 0 	 1981 
12 	 20 	 20 	 0 	 1980 	 0 	 0 	 1980 
13 	 21 	 21 	 0 	 1979 	 0 	 0 	 1979 
14 	 23 	 23 	 0 	 1977 	 0 	 0 	 1977 
15 	 23 	 23 	 0 	 1977 	 0 	 0 	 1977 
16 	 25 	 25 	 0 	 1975 	 0 	 0 	 1975 
17 	 26 	 26 	 0 	 1974 	 0 	 0 	 1974 
18 	 27 	 27 	 0 	 1973 	 0 	 0 	 1973 
19 	 28 	 28 	 0 	 1972 	 0 	 0 	 1972 
20 	 31 	 31 	 0 	 1969 	 0 	 0 	 1969 
21 	 32 	 32 	 0 	 1968 	 0 	 0 	 1968 
22 	 34 	 34 	 0 	 1966 	 0 	 0 	 1966 
23 	 35 	 35 	 0 	 1965 	 0 	 0 	 1965 
24 	 36 	 36 	 0 	 1964 	 0 	 0 	 1964 
25 	 38 	 38 	 0 	 1962 	 0 	 0 	 1962 
26 	 39 	 39 	 0 	 1961 	 0 	 0 	 1961 
27 	 41 	 41 	 0 	 1959 	 0 	 0 	 1959 
28 	 42 	 42 	 0 	 1958 	 0 	 0 	 1958 
29 	 43 	 43 	 0 	 1957 	 0 	 0 	 1957 
30 	 45 	 45 	 0 	 1955 	 0 	 0 	 1955 
31 	 45 	 45 	 0 	 1955 	 0 	 0 	 1955 
